,,,LLEGADA_RELOJ,,,FIN_CONTROL_RELOJ,,,,,,,RESULTADO_DE_CONTROL,,EMPLEADO_1,,EMPLEADO_2,,EMPLEADO_3,,,,,,,Reloj_0,,Reloj_1,,Reloj_2,,Reloj_3,,Reloj_4,,Reloj_5,,Reloj_6,,Reloj_7,,Reloj_8,,Reloj_9,,Reloj_10,,Reloj_11,,Reloj_12,,Reloj_13,,Reloj_14,,Reloj_15,,Reloj_16,,Reloj_17,,Reloj_18,,Reloj_19,,Reloj_20,,Reloj_21,,Reloj_22,,Reloj_23,,Reloj_24,,Reloj_25,,Reloj_26,,Reloj_27,,Reloj_28,,Reloj_29,,Reloj_30,,Reloj_31,,Reloj_32,,Reloj_33,,Reloj_34,,Reloj_35,,Reloj_36,,Reloj_37,,Reloj_38,,Reloj_39,,Reloj_40,,Reloj_41,,Reloj_42,,Reloj_43,,Reloj_44,,Reloj_45,,Reloj_46,,Reloj_47,,Reloj_48,,Reloj_49,,Reloj_50,,Reloj_51,,Reloj_52,,Reloj_53,,Reloj_54,,Reloj_55,,Reloj_56,,Reloj_57,,Reloj_58,,Reloj_59,,Reloj_60,,Reloj_61,,Reloj_62,,Reloj_63,,Reloj_64,,Reloj_65,,Reloj_66,,Reloj_67,,Reloj_68,,Reloj_69,,Reloj_70,
78,LlegadaReloj,34.98,0.42,0.32,35.29,0.91,0.06,6.02,5.28,4.53,6.28,5.25,,,Ocupado,34.52,Ocupado,33.99,Ocupado,33.97,32,453.7501005291936,56,21,242.69,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,Siendo_Controlado_Emp2,14.58,Siendo_Controlado_Emp1,16.09,Siendo_Controlado_Emp3,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,LlegadaReloj,35.29,0.8,0.96,36.25,0.91,0.06,6.02,5.28,4.53,6.28,5.25,,,Ocupado,34.83,Ocupado,34.3,Ocupado,34.28,33,463.6701151776311,57,21,242.69,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,Siendo_Controlado_Emp2,14.58,Siendo_Controlado_Emp1,16.09,Siendo_Controlado_Emp3,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,LlegadaReloj,36.25,0.02,0.01,36.26,0.91,0.06,6.02,5.28,4.53,6.28,5.25,,,Ocupado,35.78,Ocupado,35.25,Ocupado,35.23,34,495.35008496522875,58,21,242.69,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,Siendo_Controlado_Emp2,14.58,Siendo_Controlado_Emp1,16.09,Siendo_Controlado_Emp3,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,
81,LlegadaReloj,36.26,0.83,1.06,37.32,0.91,0.06,6.02,5.28,4.53,6.28,5.25,,,Ocupado,35.78,Ocupado,35.25,Ocupado,35.23,35,495.69008496522866,59,21,242.69,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,Siendo_Controlado_Emp2,14.58,Siendo_Controlado_Emp1,16.09,Siendo_Controlado_Emp3,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,,,,,,,,,,,,,,,,,,,,,,,,
82,FinControlReloj_22,36.36,,,37.32,0.98,0.35,3.81,6.15,4.53,6.28,5.25,0.47,OK,Ocupado,35.88,Ocupado,35.35,Ocupado,35.33,34,499.1901437115665,59,22,264.47,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Siendo_Controlado_Emp1,16.09,Siendo_Controlado_Emp3,16.1,Siendo_Controlado_Emp2,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,,,,,,,,,,,,,,,,,,,,,,,,
83,LlegadaReloj,37.32,0.18,0.11,37.43,0.98,0.35,3.81,6.15,4.53,6.28,5.25,,,Ocupado,36.83,Ocupado,36.3,Ocupado,36.28,35,531.8301229596134,60,22,264.47,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Siendo_Controlado_Emp1,16.09,Siendo_Controlado_Emp3,16.1,Siendo_Controlado_Emp2,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,,,,,,,,,,,,,,,,,,,,,,
84,LlegadaReloj,37.43,0.96,1.93,39.36,0.98,0.35,3.81,6.15,4.53,6.28,5.25,,,Ocupado,36.94,Ocupado,36.41,Ocupado,36.39,36,535.6801336407657,61,22,264.47,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Siendo_Controlado_Emp1,16.09,Siendo_Controlado_Emp3,16.1,Siendo_Controlado_Emp2,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,,,,,,,,,,,,,,,,,,,,
85,FinControlReloj_23,38.67,,,39.36,0.98,0.35,3.81,6.15,4.53,6.28,5.25,0.87,Fallado,Ocupado,38.17,Ocupado,37.64,Ocupado,37.62,35,580.3201226544377,61,23,287.05,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,Siendo_Controlado_Emp3,16.1,Siendo_Controlado_Emp2,16.29,Siendo_Controlado_Emp1,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,,,,,,,,,,,,,,,,,,,,
86,LlegadaReloj,39.36,0.62,0.58,39.94,0.98,0.35,3.81,6.15,4.53,6.28,5.25,,,Ocupado,38.86,Ocupado,38.33,Ocupado,38.31,36,604.4701867413518,62,23,287.05,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,Siendo_Controlado_Emp3,16.1,Siendo_Controlado_Emp2,16.29,Siendo_Controlado_Emp1,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,,,,,,,,,,,,,,,,,,
87,FinControlReloj_24,39.49,,,39.94,0.14,0.64,4.58,4.54,4.53,6.28,5.25,0.05,OK,Ocupado,38.98,Ocupado,38.45,Ocupado,38.43,35,609.1501647686956,62,24,310.44,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Siendo_Controlado_Emp2,16.29,Siendo_Controlado_Emp1,17.66,Siendo_Controlado_Emp3,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,,,,,,,,,,,,,,,,,,
88,LlegadaReloj,39.94,0.79,0.93,40.86,0.14,0.64,4.58,4.54,4.53,6.28,5.25,,,Ocupado,39.42,Ocupado,38.89,Ocupado,38.87,36,624.9001060223577,63,24,310.44,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Siendo_Controlado_Emp2,16.29,Siendo_Controlado_Emp1,17.66,Siendo_Controlado_Emp3,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,,,,,,,,,,,,,,,,
89,FinControlReloj_25,40.17,,,40.86,0.14,0.64,4.58,4.54,4.53,6.28,5.25,0.79,Fallado,Ocupado,39.65,Ocupado,39.11,Ocupado,39.1,35,633.1801554608344,63,25,334.32,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Siendo_Controlado_Emp1,17.66,Siendo_Controlado_Emp3,18.1,Siendo_Controlado_Emp2,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,,,,,,,,,,,,,,,,
90,LlegadaReloj,40.86,0.97,2.1,42.96,0.14,0.64,4.58,4.54,4.53,6.28,5.25,,,Ocupado,40.34,Ocupado,39.8,Ocupado,39.79,36,657.3302195477485,64,25,334.32,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Siendo_Controlado_Emp1,17.66,Siendo_Controlado_Emp3,18.1,Siendo_Controlado_Emp2,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,,,,,,,,,,,,,,
91,LlegadaReloj,42.96,0.28,0.19,43.15,0.14,0.64,4.58,4.54,4.53,6.28,5.25,,,Ocupado,42.43,Ocupado,41.89,Ocupado,41.88,37,732.9301975750923,65,25,334.32,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Siendo_Controlado_Emp1,17.66,Siendo_Controlado_Emp3,18.1,Siendo_Controlado_Emp2,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,,,,,,,,,,,,
92,LlegadaReloj,43.15,0.82,1.02,44.17,0.14,0.64,4.58,4.54,4.53,6.28,5.25,,,Ocupado,42.62,Ocupado,42.08,Ocupado,42.06,38,739.960231449604,66,25,334.32,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Siendo_Controlado_Emp1,17.66,Siendo_Controlado_Emp3,18.1,Siendo_Controlado_Emp2,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,,,,,,,,,,
93,FinControlReloj_27,44.07,,,44.17,0.49,0.25,4.8,5.49,4.53,6.28,5.25,0.28,OK,Ocupado,43.53,Ocupado,42.99,Ocupado,42.97,37,774.9201734662055,66,26,360.28999999999996,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Siendo_Controlado_Emp1,17.66,OK,18.1,Siendo_Controlado_Emp2,18.64,Siendo_Controlado_Emp3,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,,,,,,,,,,
94,LlegadaReloj,44.17,0.28,0.19,44.36,0.49,0.25,4.8,5.49,4.53,6.28,5.25,,,Ocupado,43.63,Ocupado,43.09,Ocupado,43.07,38,778.6201847577095,67,26,360.28999999999996,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Siendo_Controlado_Emp1,17.66,OK,18.1,Siendo_Controlado_Emp2,18.64,Siendo_Controlado_Emp3,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,En_Cola,44.17,,,,,,,,
95,LlegadaReloj,44.36,0.6,0.54,44.9,0.49,0.25,4.8,5.49,4.53,6.28,5.25,,,Ocupado,43.82,Ocupado,43.28,Ocupado,43.26,39,785.8402543377875,68,26,360.28999999999996,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Siendo_Controlado_Emp1,17.66,OK,18.1,Siendo_Controlado_Emp2,18.64,Siendo_Controlado_Emp3,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,En_Cola,44.17,En_Cola,44.36,,,,,,
